transactionid,cardid,AmountRange,id_2,id_19,id_20,id_30,id_31,id_33,deviceType,deviceinfo,productcd,card4,card6,addr1,addr2,dist1,dist2,P_emailDomain,R_emailDomain,isFraud
3063738,12544-321-150-226,"(49.5 - 58.5]","(112122 - 141357.5]","(316.5 - 383.5]","(507.5 - 549.5]","iOS 11.1.2","mobile safari 11.0",1334x750,mobile,"iOS Device",H,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_emailDomainNull,FALSE
3065094,12544-321-150-226,"(-inf - 26.5]","(38911.5 - 63489.5]","(542.5 - +inf)","(326 - 416]","Windows 7","chrome 63.0",1280x1024,desktop,Windows,H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_emailDomainNull,FALSE
3065334,12544-321-150-226,"(36.5 - 49.5]","(-inf - 38911.5]","(427.5 - 542.5]","(-inf - 214.5]","Mac OS X 10_10_5","safari generic",1920x1080,desktop,MacOS,H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_emailDomainNull,FALSE
3066095,12544-321-150-226,"(279.5 - +inf)","(38911.5 - 63489.5]","(-inf - 175.5]","(416 - 506.5]","Windows 10","chrome 63.0",1600x900,desktop,Windows,R,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3066355,12544-321-150-226,"(160.5 - 279.5]","(426782 - +inf)","(427.5 - 542.5]","(416 - 506.5]","iOS 11.2.0","mobile safari 11.0",1136x640,mobile,"iOS Device",R,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,"(0.5 - 6.5]",P_aol.com,R_aol.com,FALSE
3066495,12544-321-150-226,"(75.5 - 100.5]","(87347 - 112122]","(-inf - 175.5]","(-inf - 214.5]","Windows 8.1","chrome 63.0",1768x992,desktop,Windows,R,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3066520,12544-321-150-226,"(49.5 - 58.5]","(87347 - 112122]","(383.5 - 416.5]","(214.5 - 304.5]","Android 7.0","chrome 59.0 for android",1920x1200,mobile,LG-V521,H,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3068225,12544-321-150-226,"(116.5 - 160.5]","(112122 - 141357.5]","(316.5 - 383.5]","(416 - 506.5]","Windows 7","chrome 63.0",1600x900,desktop,Windows,R,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,"(0.5 - 6.5]",P_gmail.com,R_gmail.com,FALSE
3069871,12544-321-150-226,"(49.5 - 58.5]","(38911.5 - 63489.5]","(175.5 - 252.5]","(326 - 416]",Linux,"chrome 62.0",1366x768,desktop,deviceInfoNull,H,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_aol.com,R_aol.com,FALSE
3070811,12544-321-150-226,"(26.5 - 36.5]","(-inf - 38911.5]","(383.5 - 416.5]","(416 - 506.5]","Mac OS X 10_12_5","chrome 61.0",1366x768,desktop,MacOS,H,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_emailDomainNull,FALSE
3072108,12544-321-150-226,"(-inf - 26.5]","(38911.5 - 63489.5]","(427.5 - 542.5]","(-inf - 214.5]","Mac OS X 10_11_6","safari generic",5120x2880,desktop,MacOS,R,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_anonymous.com,R_anonymous.com,FALSE
3072424,12544-321-150-226,"(75.5 - 100.5]","(87347 - 112122]","(427.5 - 542.5]","(-inf - 214.5]","Windows 10","ie 11.0 for tablet",id_33Null,desktop,Trident/7.0,R,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3072574,12544-321-150-226,"(75.5 - 100.5]","(176963 - 224296.5]","(427.5 - 542.5]","(-inf - 214.5]","Mac OS X 10_12_6","safari generic",2560x1440,desktop,MacOS,R,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,"(0.5 - 6.5]",P_anonymous.com,R_anonymous.com,FALSE
3073444,12544-321-150-226,"(75.5 - 100.5]","(63489.5 - 87347]","(542.5 - +inf)","(416 - 506.5]","Windows 10","chrome 63.0",1920x1080,desktop,Windows,H,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_comcast.net,R_gmail.com,FALSE
3073504,12544-321-150-226,"(75.5 - 100.5]","(112122 - 141357.5]","(383.5 - 416.5]","(507.5 - 549.5]","Windows 7","firefox 57.0",1440x900,desktop,Windows,R,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_anonymous.com,R_anonymous.com,FALSE
3073508,12544-321-150-226,"(-inf - 26.5]","(87347 - 112122]","(175.5 - 252.5]","(326 - 416]","Windows 10","chrome 62.0",1366x768,desktop,Windows,H,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3075121,12544-321-150-226,"(49.5 - 58.5]","(87347 - 112122]","(383.5 - 416.5]","(214.5 - 304.5]",id_30Null,"safari generic",id_33Null,desktop,deviceInfoNull,H,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_anonymous.com,R_anonymous.com,FALSE
3075438,12544-321-150-226,"(279.5 - +inf)","(63489.5 - 87347]","(427.5 - 542.5]","(-inf - 214.5]","Windows 10",firefox,1680x1050,desktop,rv:50.0,R,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_anonymous.com,R_anonymous.com,FALSE
3075490,12544-321-150-226,"(49.5 - 58.5]","(87347 - 112122]","(175.5 - 252.5]","(-inf - 214.5]","Windows 8.1","chrome 63.0",1920x1080,desktop,Windows,H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3076259,12544-321-150-226,"(75.5 - 100.5]","(87347 - 112122]","(542.5 - +inf)","(-inf - 214.5]","Windows 7","chrome 63.0",1680x1050,desktop,Windows,R,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_live.com,R_live.com,FALSE
3076574,12544-321-150-226,"(75.5 - 100.5]","(63489.5 - 87347]","(316.5 - 383.5]","(326 - 416]","iOS 11.2.1","mobile safari 11.0",2208x1242,mobile,"iOS Device",R,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3076858,12544-321-150-226,"(49.5 - 58.5]","(141357.5 - 176963]","(316.5 - 383.5]","(416 - 506.5]","Windows 10","chrome 63.0",1920x1080,desktop,Windows,H,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_anonymous.com,R_gmail.com,FALSE
3077119,12544-321-150-226,"(49.5 - 58.5]","(63489.5 - 87347]","(427.5 - 542.5]","(214.5 - 304.5]","Windows 7","chrome 63.0",1680x1050,desktop,Windows,R,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_live.com,R_live.com,FALSE
3077346,12544-321-150-226,"(75.5 - 100.5]","(63489.5 - 87347]","(383.5 - 416.5]","(326 - 416]","Windows 7","chrome 61.0",1680x1050,desktop,Windows,R,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,"(626.5 - +inf)",P_anonymous.com,R_anonymous.com,FALSE
3077641,12544-321-150-226,"(75.5 - 100.5]","(87347 - 112122]","(383.5 - 416.5]","(-inf - 214.5]","Windows 10","ie 11.0 for desktop",1280x1024,desktop,Trident/7.0,R,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_anonymous.com,FALSE
3077890,12544-321-150-226,"(-inf - 26.5]","(38911.5 - 63489.5]","(316.5 - 383.5]","(596.5 - +inf)","Android 6.0.1","chrome 63.0 for android",2560x1440,mobile,"SM-G920V Build/MMB29K",H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_anonymous.com,R_yahoo.com,FALSE
3077990,12544-321-150-226,"(75.5 - 100.5]","(224296.5 - 296641]","(427.5 - 542.5]","(-inf - 214.5]","iOS 10.3.2","mobile safari 10.0",1136x640,mobile,"iOS Device",R,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_anonymous.com,R_bellsouth.net,FALSE
3078107,12544-321-150-226,"(-inf - 26.5]","(141357.5 - 176963]","(316.5 - 383.5]","(-inf - 214.5]","iOS 11.1.2","mobile safari 11.0",1136x640,mobile,"iOS Device",H,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_anonymous.com,R_icloud.com,FALSE
3079496,12544-321-150-226,"(75.5 - 100.5]","(112122 - 141357.5]","(175.5 - 252.5]","(-inf - 214.5]","Mac OS X 10_11_6","safari generic",1920x1080,desktop,MacOS,R,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_suddenlink.net,R_suddenlink.net,FALSE
3079725,12544-321-150-226,"(75.5 - 100.5]","(112122 - 141357.5]","(-inf - 175.5]","(507.5 - 549.5]","Windows 10","chrome 63.0",1600x900,desktop,Windows,R,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,"(19.5 - 66.5]",P_yahoo.com,R_yahoo.com,FALSE
3080481,12544-321-150-226,"(75.5 - 100.5]","(87347 - 112122]","(383.5 - 416.5]","(416 - 506.5]","Windows 7","ie 11.0 for desktop",1920x1080,desktop,Trident/7.0,H,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3080495,12544-321-150-226,"(75.5 - 100.5]","(176963 - 224296.5]","(427.5 - 542.5]","(-inf - 214.5]","Windows 10","chrome 62.0",1920x1080,desktop,Windows,R,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3080500,12544-321-150-226,"(75.5 - 100.5]","(224296.5 - 296641]","(427.5 - 542.5]","(-inf - 214.5]","Windows 10","chrome 62.0",1920x1080,desktop,Windows,R,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3080602,12544-321-150-226,"(58.5 - 75.5]","(112122 - 141357.5]","(542.5 - +inf)","(-inf - 214.5]","Windows 10","chrome 63.0",1920x1080,desktop,Windows,R,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_yahoo.com,R_gmail.com,FALSE
3080740,12544-321-150-226,"(116.5 - 160.5]","(87347 - 112122]","(427.5 - 542.5]","(-inf - 214.5]","Windows 7","chrome 63.0",1366x768,desktop,Windows,R,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3080846,12544-321-150-226,"(116.5 - 160.5]","(176963 - 224296.5]","(-inf - 175.5]","(507.5 - 549.5]","Windows 7","chrome 63.0",1024x768,desktop,Windows,R,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,"(19.5 - 66.5]",P_gmail.com,R_gmail.com,FALSE
3081004,12544-321-150-226,"(75.5 - 100.5]","(63489.5 - 87347]","(-inf - 175.5]","(416 - 506.5]","Mac OS X 10_11_6","safari generic",1680x1050,desktop,MacOS,R,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3081105,12544-321-150-226,"(-inf - 26.5]","(87347 - 112122]","(383.5 - 416.5]","(507.5 - 549.5]","iOS 11.1.1","mobile safari 11.0",2208x1242,mobile,"iOS Device",H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3081108,12544-321-150-226,"(26.5 - 36.5]","(38911.5 - 63489.5]","(427.5 - 542.5]","(596.5 - +inf)","Mac OS X 10_11_6","chrome 62.0",1280x800,desktop,MacOS,H,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_emailDomainNull,FALSE
3081124,12544-321-150-226,"(36.5 - 49.5]","(63489.5 - 87347]","(383.5 - 416.5]","(507.5 - 549.5]","iOS 11.1.1","mobile safari 11.0",2208x1242,mobile,"iOS Device",H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3081257,12544-321-150-226,"(49.5 - 58.5]","(87347 - 112122]","(427.5 - 542.5]","(416 - 506.5]","iOS 11.1.2","mobile safari 11.0",2208x1242,mobile,"iOS Device",H,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_anonymous.com,FALSE
3081403,12544-321-150-226,"(26.5 - 36.5]","(87347 - 112122]","(383.5 - 416.5]","(-inf - 214.5]","Windows 7","ie 11.0 for desktop",1280x1024,desktop,rv:11.0,H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_yahoo.com,R_live.com,FALSE
3081778,12544-321-150-226,"(58.5 - 75.5]","(63489.5 - 87347]","(427.5 - 542.5]","(-inf - 214.5]","iOS 10.3.3","mobile safari 10.0",1334x750,mobile,"iOS Device",H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3081787,12544-321-150-226,"(58.5 - 75.5]","(63489.5 - 87347]","(427.5 - 542.5]","(-inf - 214.5]","iOS 10.3.3","mobile safari 10.0",1334x750,mobile,"iOS Device",H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3081984,12544-321-150-226,"(75.5 - 100.5]","(38911.5 - 63489.5]","(542.5 - +inf)","(416 - 506.5]","Windows 10","edge 14.0",id_33Null,desktop,Windows,H,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_cox.net,R_emailDomainNull,FALSE
3082193,12544-321-150-226,"(75.5 - 100.5]","(-inf - 38911.5]","(383.5 - 416.5]","(507.5 - 549.5]","Windows 10","chrome 63.0",1680x1050,desktop,Windows,H,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3083677,12544-321-150-226,"(160.5 - 279.5]","(296641 - 426782]","(175.5 - 252.5]","(-inf - 214.5]",id_30Null,"ie 11.0 for desktop",id_33Null,desktop,rv:11.0,R,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3083735,12544-321-150-226,"(160.5 - 279.5]","(426782 - +inf)","(175.5 - 252.5]","(-inf - 214.5]",id_30Null,"ie 11.0 for desktop",id_33Null,desktop,rv:11.0,R,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3083740,12544-321-150-226,"(160.5 - 279.5]","(426782 - +inf)","(175.5 - 252.5]","(-inf - 214.5]",id_30Null,"ie 11.0 for desktop",id_33Null,desktop,rv:11.0,R,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3083758,12544-321-150-226,"(58.5 - 75.5]","(87347 - 112122]","(542.5 - +inf)","(214.5 - 304.5]","iOS 11.2.1","mobile safari 11.0",2208x1242,mobile,"iOS Device",R,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_yahoo.com,R_yahoo.com,FALSE
3083791,12544-321-150-226,"(160.5 - 279.5]","(112122 - 141357.5]","(175.5 - 252.5]","(-inf - 214.5]",id_30Null,"ie 11.0 for desktop",id_33Null,desktop,rv:11.0,R,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3083801,12544-321-150-226,"(160.5 - 279.5]","(112122 - 141357.5]","(175.5 - 252.5]","(-inf - 214.5]",id_30Null,"ie 11.0 for desktop",id_33Null,desktop,rv:11.0,R,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3085070,12544-321-150-226,"(75.5 - 100.5]","(224296.5 - 296641]","(427.5 - 542.5]","(-inf - 214.5]","Windows 10","chrome 63.0",2160x1440,desktop,Windows,R,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_windstream.net,FALSE
3085484,12544-321-150-226,"(116.5 - 160.5]","(224296.5 - 296641]","(266.5 - 316.5]","(416 - 506.5]","Windows 10","chrome 63.0",1366x768,desktop,Windows,H,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_comcast.net,FALSE
3086492,12544-321-150-226,"(-inf - 26.5]","(-inf - 38911.5]","(542.5 - +inf)","(214.5 - 304.5]","Mac OS X 10_10_5","chrome 63.0",1440x900,desktop,MacOS,S,visa,debit,"(264.5 - 290.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_emailDomainNull,R_anonymous.com,FALSE
3086809,12544-321-150-226,"(49.5 - 58.5]","(-inf - 38911.5]","(266.5 - 316.5]","(-inf - 214.5]","iOS 11.2.1","mobile safari generic",1334x750,mobile,"iOS Device",H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3087474,12544-321-150-226,"(160.5 - 279.5]","(63489.5 - 87347]","(-inf - 175.5]","(507.5 - 549.5]",id_30Null,"edge 16.0",id_33Null,desktop,Windows,R,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_anonymous.com,R_cfl.rr.com,FALSE
3088192,12544-321-150-226,"(26.5 - 36.5]","(112122 - 141357.5]","(-inf - 175.5]","(507.5 - 549.5]","Windows 10","edge 16.0",id_33Null,desktop,Windows,H,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3088551,12544-321-150-226,"(116.5 - 160.5]","(-inf - 38911.5]","(175.5 - 252.5]","(416 - 506.5]","Windows 7","ie 11.0 for desktop",id_33Null,desktop,Trident/7.0,H,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3088554,12544-321-150-226,"(75.5 - 100.5]","(38911.5 - 63489.5]","(175.5 - 252.5]","(416 - 506.5]",Linux,"chrome 62.0",1366x768,desktop,deviceInfoNull,H,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3088558,12544-321-150-226,"(75.5 - 100.5]","(-inf - 38911.5]","(175.5 - 252.5]","(416 - 506.5]",Linux,"chrome 62.0",1366x768,desktop,deviceInfoNull,H,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3088564,12544-321-150-226,"(75.5 - 100.5]","(38911.5 - 63489.5]","(175.5 - 252.5]","(416 - 506.5]",Linux,"chrome 62.0",1366x768,desktop,deviceInfoNull,H,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3088585,12544-321-150-226,"(75.5 - 100.5]","(141357.5 - 176963]","(175.5 - 252.5]","(416 - 506.5]",Linux,"chrome 62.0",1366x768,desktop,deviceInfoNull,H,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3088865,12544-321-150-226,"(-inf - 26.5]","(112122 - 141357.5]","(-inf - 175.5]","(416 - 506.5]","Windows 10","chrome 63.0",1366x768,desktop,Windows,H,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3089379,12544-321-150-226,"(-inf - 26.5]","(63489.5 - 87347]","(542.5 - +inf)","(416 - 506.5]","iOS 11.2.1","mobile safari 11.0",1334x750,mobile,"iOS Device",H,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_emailDomainNull,FALSE
3089444,12544-321-150-226,"(279.5 - +inf)","(224296.5 - 296641]","(-inf - 175.5]","(507.5 - 549.5]","iOS 10.3.2","mobile safari 10.0",1334x750,mobile,"iOS Device",R,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3089479,12544-321-150-226,"(279.5 - +inf)","(426782 - +inf)","(-inf - 175.5]","(507.5 - 549.5]","iOS 10.3.2","mobile safari 10.0",1334x750,mobile,"iOS Device",R,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3089481,12544-321-150-226,"(279.5 - +inf)","(426782 - +inf)","(-inf - 175.5]","(507.5 - 549.5]","iOS 10.3.2","mobile safari 10.0",1334x750,mobile,"iOS Device",R,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3089513,12544-321-150-226,"(279.5 - +inf)","(38911.5 - 63489.5]","(-inf - 175.5]","(507.5 - 549.5]","iOS 10.3.2","mobile safari 10.0",1334x750,mobile,"iOS Device",R,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3089763,12544-321-150-226,"(116.5 - 160.5]","(112122 - 141357.5]","(542.5 - +inf)","(214.5 - 304.5]","Windows 10","chrome 63.0",1280x960,desktop,Windows,R,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3090017,12544-321-150-226,"(-inf - 26.5]","(63489.5 - 87347]","(316.5 - 383.5]","(596.5 - +inf)","iOS 11.2.1","mobile safari 11.0",2208x1242,mobile,"iOS Device",H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3090238,12544-321-150-226,"(26.5 - 36.5]","(-inf - 38911.5]","(-inf - 175.5]","(596.5 - +inf)","Windows 10","chrome 63.0",1366x768,desktop,Windows,S,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,"(199.5 - 377.5]",P_emailDomainNull,R_gmail.com,FALSE
3090360,12544-321-150-226,"(-inf - 26.5]","(38911.5 - 63489.5]","(316.5 - 383.5]","(326 - 416]","iOS 11.2.1","mobile safari 11.0",1334x750,mobile,"iOS Device",H,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3090430,12544-321-150-226,"(160.5 - 279.5]","(87347 - 112122]","(427.5 - 542.5]","(326 - 416]","Windows 7","chrome 63.0",1920x1080,desktop,Windows,R,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_comcast.net,FALSE
3090662,12544-321-150-226,"(160.5 - 279.5]","(112122 - 141357.5]","(175.5 - 252.5]","(-inf - 214.5]",id_30Null,"ie 11.0 for desktop",id_33Null,desktop,rv:11.0,R,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3090871,12544-321-150-226,"(116.5 - 160.5]","(141357.5 - 176963]","(542.5 - +inf)","(214.5 - 304.5]","Windows 7","ie 11.0 for desktop",id_33Null,desktop,Trident/7.0,R,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3090878,12544-321-150-226,"(160.5 - 279.5]","(87347 - 112122]","(-inf - 175.5]","(214.5 - 304.5]","Windows 10","chrome 62.0",1920x1080,desktop,Windows,R,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_anonymous.com,R_anonymous.com,FALSE
3090880,12544-321-150-226,"(75.5 - 100.5]","(63489.5 - 87347]","(427.5 - 542.5]","(-inf - 214.5]","Android 7.0","chrome 63.0 for android",1920x1080,mobile,"SAMSUNG-SM-G935A Build/NRD90M",R,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3091129,12544-321-150-226,"(160.5 - 279.5]","(112122 - 141357.5]","(316.5 - 383.5]","(326 - 416]","iOS 10.3.3","mobile safari generic",2208x1242,mobile,"iOS Device",R,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_anonymous.com,R_anonymous.com,FALSE
3091348,12544-321-150-226,"(49.5 - 58.5]","(426782 - +inf)","(316.5 - 383.5]","(214.5 - 304.5]",id_30Null,"mobile safari 11.0",id_33Null,mobile,deviceInfoNull,R,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_bellsouth.net,R_bellsouth.net,FALSE
3092064,12544-321-150-226,"(160.5 - 279.5]","(38911.5 - 63489.5]","(427.5 - 542.5]","(-inf - 214.5]",Mac,"chrome 63.0",1280x800,desktop,MacOS,R,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3092139,12544-321-150-226,"(58.5 - 75.5]","(141357.5 - 176963]","(427.5 - 542.5]","(214.5 - 304.5]","Windows 8.1",Microsoft/Windows,1920x1080,mobile,Trident/7.0,R,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_live.com,R_live.com,FALSE
3092163,12544-321-150-226,"(36.5 - 49.5]","(-inf - 38911.5]","(427.5 - 542.5]","(-inf - 214.5]","Android 7.0","chrome 63.0 for android",2672x1440,mobile,"LG-H872 Build/NRD90U",H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3092472,12544-321-150-226,"(58.5 - 75.5]","(112122 - 141357.5]","(427.5 - 542.5]","(-inf - 214.5]","Android 7.0","chrome 63.0 for android",2220x1080,mobile,"SM-G950U Build/NRD90M",R,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_yahoo.com,R_yahoo.com,FALSE
3092492,12544-321-150-226,"(-inf - 26.5]","(-inf - 38911.5]","(427.5 - 542.5]","(-inf - 214.5]","Android 7.0","chrome 63.0 for android",1920x1080,mobile,"SM-G935V Build/NRD90M",H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_yahoo.com,R_gmail.com,FALSE
3092498,12544-321-150-226,"(75.5 - 100.5]","(38911.5 - 63489.5]","(542.5 - +inf)","(214.5 - 304.5]","Mac OS X 10_10_5","chrome 62.0",1440x900,desktop,MacOS,H,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
